id,de,en,es,fr,phe,kcal,protein,fat,carbs,sugar,fiber,salt,emoji
W112300,"Braunschweiger Mettwurst, fettreduziert","Braunschweiger Mettwurst sausage spreadable, reduced-fat","Mettwurst de Brunswick, untable, reducida en grasa","Mettwurst de Brunswick, à tartiner, allégée en matière grasse",1.99774,203,21.54,12.95,0.12,0,0.07,2.5,🌭
Y141423,Gulasch Esterhazy (mit Rindfleisch),"Beef goulash ""Esterhazy""",Gulash Esterházy (con carne de vacuno),Goulasch Esterházy (au bœuf),0.55,135,12.04,8.2,2.5,2.2,1,0.2,🍲
X9A2020,"Hirsebrei ungesüßt, mit Mandeldrink","Millet porridge unsweetened, with almond drink","Papilla de mijo sin endulzar, con bebida de almendra","Bouillie de millet non sucrée, à la boisson d'amande",0.16,92,3.11,1.9,15.12,0.236,0.8,0.0825,🥣
W221000,Rheinische Bratwurst,Rhenish bratwurst,Bratwurst renana,Bratwurst rhénane,0.84,215,10.92,18.96,0.08,0,0.04,1.922,🌭
B106700,Vollkornbrot mit Kürbiskernen,Wholemeal bread with pumpkin seeds,Pan integral con pipas de calabaza,Pain complet aux graines de courge,0.38,231,8.54,3.23,37,0.846,10.03,1.15,🎃
C111032,"Weizen ganzes Korn, gekocht","Wheat whole grain, boiled","Trigo grano entero, cocido","Blé grain entier, cuit",0.342,176,6.8381,0.927,31.6,0.56,7.077,0.01,🌾
Y6A1000,"Heringsfilet mehliert, gebraten","Herring fillet floured, fried","Filete de arenque enharinado, frito","Filet de hareng fariné, poêlé",0.771,188,18.4,10.37,5.19,0.01918,0.39,0.61,🐟
D471700,Quarktaschen (Quark-Öl-Teig),Turnover (quark oil dough) filled with quark,Empanadillas de requesón (masa de requesón y aceite),Chaussons au fromage blanc (pâte au fromage blanc et à l'huile),0.446,308,9,11.4,41.1,17.8,1.9,0.358,🧀
S539000,Vollmilchschokolade gefüllt mit Mokka-/Kaffeecreme,Whole milk chocolate filled with mocha/coffee cream,Chocolate con leche entera relleno de crema de moca/café,Chocolat au lait entier fourré à la crème moka/café,0.3,538,6.7,33.6,51.1,50.7,1.7,0.205,🍫
B723400,Laugengebäck mit Sonnenblumenkernen,Lye pastry (pretzels) with sunflower seeds,Bollo de lejía con pipas de girasol,Bretzel aux graines de tournesol,0.4,276,9,3.58,50,1.4,3.51,1.285,🥨
X536053,Rosenkohl gedünstet (mit Fett und Salz),Brussels sprouts stewed (with fat and salt),Coles de Bruselas rehogadas (con grasa y sal),Choux de Bruxelles étuvés (avec matière grasse et sel),0.11,64,3.35,4,1.87,1.37,3.2,0.282,🥬
D9A4900,Vollkorncroissant (Plunderteig),Wholemeal Danish pastry croissant,Cruasán integral (masa de hojaldre con levadura),Croissant complet (pâte levée feuilletée),0.4,419,8.5,24.02,39,7.4,6.03,0.872,🥐
V475142,"Gans Schenkel, mit Haut, geschmort ohne Fett","Goose leg, with skin, braised without fat","Oca, muslo con piel, estofado sin grasa","Oie, cuisse avec peau, braisée sans matière grasse",0.95,195,22.57,11.618,0,0,0,0.1085,🍗
U010100,"Rind Hackfleisch, roh","Beef mince, raw","Vacuno, carne picada, cruda","Bœuf, viande hachée, crue",0.905,224,19.102,16.39,0,0,0,0.145,🥩
X361163,Vanillesauce,Vanilla sauce,Salsa de vainilla,Crème anglaise à la vanille,0.178,118,4,4.61,15.16,11.34,0.035,0.088,🥫
X821112,"Reis unpoliert, gedünstet (mit Fett und Salz)",Brown rice stewed (with fat and salt),Arroz integral rehogado (con grasa y sal),Riz complet étuvé (avec matière grasse et sel),0.142,169,2.851,6.193,24.78,0.52,1.4,0.102,🍚
G450162,Spargel gebacken,Asparagus baked,Espárrago al horno,Asperge cuite au four,0.071,33,2.306,0.184,4.69,4.47,1.6,0.0063,🥕
P288100,Erdbeerbowle,Strawberry punch,Ponche de fresa,Punch aux fraises,0.005,67,0.227,0.086,3.56,3.54,0.4,0.005,🍸
D752100,Rosinen-Mandel-Schnecken (Hefeteig),Danish swirl (yeast dough) with raisins and almonds,Caracolas de pasas y almendra (masa de levadura),Escargots raisins-amandes (pâte levée),0.367,370,7.7,15,49,19.1,3.6,0.092,🦪
Y384112,Gyros (Schweinefleisch) gebraten,Gyros (pork) fried,Gyros (carne de cerdo) frito,Gyros (porc) poêlé,0.999,230,24.35,14.48,0.5,0.5,0.3,0.515,🥙
D741400,Buchteln (Hefeteig),"""Buchteln"" baked yeast buns",«Buchteln» bollos de levadura al horno,« Buchteln » brioches levées cuites au four,0.357,331,7.32,12.46,46,8.5,2.76,0.075,🌾
V414162,"Hähnchen ganz, entbeint, mit Haut, gebraten ohne Fett (Ofen)","Chicken whole, boneless, with skin, fried without fat (oven)","Pollo entero, deshuesado, con piel, asado sin grasa (horno)","Poulet entier, désossé, avec peau, rôti sans matière grasse (four)",0.94846,208,24.17,12.37,0,0,0,0.174,🍗
Y825043,Schokoladenauflauf,Chocolate casserole,Gratinado de chocolate,Gratin au chocolat,0.349,292,7.1,16.81,27.2,18.78,1.6,0.135,🍲
D755300,Mandelhörnchen (Rührmasse),Almond crescent roll (cake batter),Medias lunas de almendra (masa batida),Croissants aux amandes (pâte à cake),0.41,344,7.82,19.06,34.2,16.278,2.3,0.288,🥜
C557000,"Fleischersatz gluten-, milch- und sojahaltig","Meat substitute containing gluten, milk and soya","Sustituto de carne con gluten, leche y soja","Substitut de viande contenant gluten, lait et soja",0.8,128,17,2.7,8.7,5.4,0.3,0.75,🥛
V997100,"Hähnchenbrustfilet im eigenen Saft, Konserve","Chicken breast fillet in its own juice, canned","Filete de pechuga de pollo en su jugo, conserva","Filet de poitrine de poulet au naturel, conserve",0.981,117,24.65,1.91,0.29,0,0.08,1.5,🍗
X490153,Rhabarberkaltschale gebunden mit Stärke,Cold rhubarb soup thickened with starch,Sopa fría de ruibarbo ligada con almidón,Soupe froide de rhubarbe liée à l'amidon,0.009,41,0.299,0.07,8.556,7.819,1.586,0.008,🥣
D032000,Nährzwieback,Fortified rusk,Biscote enriquecido,Biscotte enrichie,0.621,421,12.82,9.52,69,11.55,4.14,1.24,🍪
D7A2300,Schokoladenbrezeln (Mürbeteig),Chocolate pretzels (shortcrust pastry),Pretzels de chocolate (masa quebrada),Bretzels au chocolat (pâte sablée),0.35,482,7.88,26.44,50.6,23.5,5.22,0.398,🥨
C113032,"Weizen Flocken, gekocht","Wheat flakes, boiled","Copos de trigo, cocidos","Flocons de blé, cuits",0.0986,56,2.1679,0.31,10.02,0.179,2.244,0.002,🥣
U362200,Kalb Roulade (Keule) tiefgefroren,Veal meat for olives (round) deep-frozen,"Ternera, rollo de carne (pierna) congelado","Veau, paupiette (cuisse) surgelée",0.865,89,20.7,0.72,0,0,0,0.215,🍖
X545612,Spargel gekocht (mit Fett und Salz),Asparagus boiled (with fat and salt),Espárrago cocido (con grasa y sal),Asperges cuites (avec matière grasse et sel),0.062,72,2.013,4.88,4.11,3.93,1.4,0.505,🥕
B710800,Dinkelbrot mit Ölsamen,Spelt bread with oilseeds,Pan de espelta con semillas oleaginosas,Pain d'épeautre aux graines oléagineuses,0.427,246,9.14,3.97,41,0.415,5.09,1.138,🍞
D024000,Dinkelzwieback ungesüßt,Spelt rusk unsweetened,Biscote de espelta sin endulzar,Biscotte d'épeautre non sucrée,0.641,410,13.77,7.17,69,0.523,7.18,0.932,🍪
Y650412,Karpfen blau (im Essigsud pochiert),Carp poached in stock with vinegar,Carpa azul (escalfada en caldo con vinagre),Carpe au bleu (pochée au court-bouillon vinaigré),0.679,96,13.744,4.2,0.206,0.203,0.111,0.165,🐟
X351040,Essigmarinade für Salat,Vinegar marinade for salad,Aliño de vinagre para ensalada,Marinade au vinaigre pour salade,0.003,399,0.09,43.4,0.34,0.3,0.1,0.825,🥗
S243000,"Speiseeis (Schoko, Vanille) gemischt","Ice cream mixed (chocolate, vanilla)","Helado mixto (chocolate, vainilla)","Glace mixte (chocolat, vanille)",0.129,213,3,10.32,25.94,21.62,1.38,0.0978,🍨
C222032,"Roggen Backschrot, Type 1800, gekocht","Rye coarse meal, Type 1800, boiled","Centeno molido grueso para panificación, tipo 1800, cocido","Seigle concassé de panification, type 1800, cuit",0.059,47,1.4,0.21,8.43,0.278,3.09,0.0002,🌾
B255700,Weizenmischbrot mit Kümmel,Wheat-rye bread (> 50 % and < 90 % wheat) with caraway seeds,Pan mixto de trigo con alcaravea,Pain mixte au blé au carvi,0.318,220,7.03,0.84,43,0.5628,6.36,1.2,🍞
V481162,"Pute Fleisch, ohne Haut, gebraten ohne Fett (Ofen)","Turkey meat, without skin, fried without fat (oven)","Pavo, carne sin piel, asada sin grasa (horno)","Dinde, viande sans peau, rôtie sans matière grasse (four)",1.182,146,30.067,2.9,0,0,0,0.248,🍗
D610700,Wespennester (Eiklarmasse),"""Wasp nests"" almond meringue",«Wespennester» merengue de almendra,« Wespennester » meringue aux amandes,0.573,466,11,23.62,49.69,49.09,5.5,0.085,🥚
Y576312,Entenbrust gebraten im Ofen (mit Fett und Salz),Duck breast fried in oven (with fat and salt),Pechuga de pato asada al horno (con grasa y sal),Magret de canard rôti au four (avec matière grasse et sel),1.125,368,28.68,28.09,0.03,0,0.01,0.605,🍗
G480200,Speisezwiebel tiefgefroren,Onion deep-frozen,Cebolla congelada,Oignon surgelé,0.039,37,1.284,0.167,6.68,6.68,1.6,0.025,🧅
S582300,Milchschokolade mit Mandel-Nougat,Milk chocolate with almond-nougat,Chocolate con leche con almendra y nougat,Chocolat au lait aux amandes et praliné,0.244,519,6.52,28.95,56.44,55.331,3.1,0.17,🍫
B551300,Weizenmischbrötchen mit Ölsamen,Wheat-rye roll (> 50 % and < 90 % wheat) with oilseeds,Panecillo mixto de trigo con semillas oleaginosas,Petit pain mixte au blé aux graines oléagineuses,0.4,294,9.2,3.96,52,1.7,6.19,1.408,🥖
X891412,Wildreismischung gedünstet (mit Fett und Salz),Wild rice mix stewed (with fat and salt),Mezcla de arroz salvaje rehogada (con grasa y sal),Mélange de riz sauvage étuvé (avec matière grasse et sel),0.225,170,4.438,5.61,24.78,0.52,1.4,0.105,🍚
D730800,Teegebäck (Mürbeteig),Tea biscuits (shortcrust pastry),Pastas de té (masa quebrada),Biscuits pour le thé (pâte sablée),0.374,476,7.51,23.68,56.8,18.222,2.85,0.295,🌾
X533042,"Chinakohl gedünstet, mit geriebenem Käse","Chinese white cabbage stewed, with grated cheese","Col china rehogada, con queso rallado","Chou chinois étuvé, au fromage râpé",0.065,56,2.1,4.32,1.4,1.25,1.7,0.338,🧀
D9B1000,"Butterkekse/Butterplätzchen, kakaohaltig (Vollkornmürbeteig)","Wholemeal shortbread biscuits, containing cocoa",Galletas de mantequilla con cacao (masa quebrada integral),Biscuits au beurre au cacao (pâte sablée complète),0.335,522,7.79,30.9,49.4,20.857,7.41,0.162,🍪
G485082,Schalotte gebraten ohne Fett (Pfanne),Shallot fried without fat (pan),Chalota frita sin grasa (sartén),Échalote poêlée sans matière grasse,0.129,53,3.2,0.2,5.1,5.1,8.61,0.042,🧅
V489000,"Pute Brust, ohne Haut, mariniert, roh","Turkey breast, without skin, marinated, raw","Pavo, pechuga sin piel, marinada, cruda","Dinde, poitrine sans peau, marinée, crue",0.794,127,21.76,3.6,1.66,1.61,0.1,0.965,🍗
S625000,Trüffel-Pralinen,Truffle pralines,Bombones de trufa,Bonbons de chocolat à la truffe,0.22951,547,7.12,37.77,40,32.6,8.44,0.02,🍫
U642300,"Schwein Bauch (wie gewachsen) mariniert, roh",Pork belly (untrimmed) marinated,"Cerdo, panceta (entera) marinada, cruda","Porc, poitrine (non parée) marinée, crue",0.63,339,16.29,30.32,0.11,0.1,0.2,1,🥩
S551200,Sahneschokolade gefüllt mit Karamell,Cream chocolate filled with caramel,Chocolate con nata relleno de caramelo,Chocolat à la crème fourré au caramel,0.242,541,5.03,30.99,57.2,52.3,2.37,0.268,🍬
U575162,Schwein Bratenfleisch (Nuss) gebraten ohne Fett (Ofen),Pork meat for roasting (thick flank) fried without fat (oven),"Cerdo, carne para asar (babilla) asada sin grasa (horno)","Porc, viande à rôtir (noix) rôtie sans matière grasse (four)",1.26,143,29.54,2.78,0,0,0,0.159,🍖
E612100,"Eierteigwaren glutenfrei, roh","Egg pasta gluten-free, raw","Pasta al huevo sin gluten, cruda","Pâtes aux œufs sans gluten, crues",0.435,369,8.06,3.599,74.7,0.47,3.004,0.128,🍝
Y336132,Fleischspieße (Kalb- und Schweinefleisch) gegrillt,Meat skewer (veal and pork) grilled,Brochetas de carne (ternera y cerdo) a la parrilla,Brochettes de viande (veau et porc) grillées,0.5,120,12.69,6.02,3.17,3.08,1,0.312,🥩
X363143,Karamellsauce,Caramel sauce,Salsa de caramelo,Sauce au caramel,0.156,138,3.5,4.17,21.54,19.53,0.019,0.078,🥫
M206300,"Milchmischgetränk 3,5 % Fett, mit Kakao/Schokolade, gesüßt","Milk drink 3.5 % fat, with cocoa/chocolate, sweetened","Bebida láctea 3,5 % grasa, con cacao/chocolate, endulzada","Boisson lactée 3,5 % de matière grasse, au cacao/chocolat, sucrée",0.164,78,3.7,3.5,7.6,7.55,0.386,0.095,🍫
C522000,Getreideflakes gesüßt,Cereal flakes sweetened,Copos de cereales endulzados,Flocons de céréales sucrés,0.5,348,9.7,1.6,70.2,12.1,7,0.835,🌾
T209132,Seehecht pochiert,Hake poached,Merluza escalfada,Merlu poché,0.503,68,13.299,1.59,0,0,0,0.23,🐟
Y710142,Spiegelei gebraten,Fried egg,Huevo frito,Œuf au plat,0.772,210,13.419,17.193,0.353,0.353,0,0.962,🥚
B121500,Roggenvollkornbrot mit Buttermilch,Wholemeal rye bread with buttermilk,Pan integral de centeno con suero de mantequilla,Pain complet de seigle au babeurre,0.241,190,5.77,0.88,34,1.41,11.63,1.148,🥛
X492343,Pflaumensuppe passiert,"Plum puree soup, strained",Sopa de ciruela pasada por el pasapurés,Soupe de prunes passée,0.01,72,0.29,0.165,16.6,14.06,1.7,0.002,🍲
R124000,Kräuteressig,Herb vinegar,Vinagre de hierbas,Vinaigre aux herbes,0,27,0,0,0.003,0.003,0,0.982,🫙
Y7A2040,Schafskäse (Feta) mit Tomaten und Oliven gebacken,Sheep's milk cheese baked with tomatoes and olives,Queso de oveja (feta) al horno con tomate y aceitunas,"Fromage de brebis (feta) au four, aux tomates et olives",0.503,208,9.1,17.9,1.71,1.68,0.6,1.542,🧀
U025100,"Schwein Frikadelle, roh","Pork patty, raw","Cerdo, albóndiga plana, cruda","Porc, boulette de viande, crue",0.581,205,13.17,15.04,4,0.6,0.5,1.3,🍖
G710182,"Bohne grün, gebraten ohne Fett (Pfanne)","Bean green, fried without fat (pan)","Judía verde, frita sin grasa (sartén)","Haricot vert, poêlé sans matière grasse",0.084,32,2.572,0.276,3.9,2.6,2.172,0.0057,🫘
S640000,Rumkugeln,Rum truffles,Bolitas de ron,Boules au rhum,0.129,394,2.89,6.3,80,63,1.769,0.12,🍬
H702132,"Augenbohne reif, gekocht","Cowpea/black-eyed pea, mature, boiled","Judía carilla madura, cocida","Haricot cornille mûr, cuit",0.5,114,8.6,0.47,16.157,0.717,3.9,0.012,🫘
C117032,"Weizen Grütze, gekocht","Wheat groats, boiled","Sémola gruesa de trigo, cocida","Gruau de blé, cuit",0.18,98,3.71,0.41,19.15,0.29514,1.34,0.0005,🌾
P8A2000,Alkopops,Alcopops,Alcopops,Alcopops,0,66,0,0,8.93,8.93,0,0.002,🍸
D735300,Haselnuss-Dreispitz (Mürbeteig),"""Dreispitz"" hazelnut biscuits (shortcrust pastry)",«Dreispitz» galletas de avellana (masa quebrada),« Dreispitz » biscuits aux noisettes (pâte sablée),0.472,507,9.6,27.82,53,24.405,3.1,0.185,🍖
W154000,Schinkenmettwurst,Schinkenmettwurst sausage firm,"Mettwurst de jamón, firme","Mettwurst au jambon, ferme",1.59447,436,20.47,39.27,0.18,0,0.1,3.5,🍖
X469460,Gazpacho (Spanische Gemüsesuppe),"""Gazpacho"" (cold Spanish vegetable soup)",Gazpacho (sopa fría de verduras española),Gaspacho (soupe froide de légumes espagnole),0.058,88,1.5,5.7,6,3.2,1.7,0.355,🍲
T406182,"Felchen/Maräne/Renke/Schnäpel, gebraten ohne Fett (Pfanne)",Whitefishes fried without fat (pan),"Coregono, frito sin grasa (sartén)","Corégone, poêlé sans matière grasse",0.984,132,24.492,3.611,0,0,0,0.392,🐟
W153000,Mettwurst luftgetrocknet,Mettwurst sausage firm air dried,"Mettwurst firme, secada al aire","Mettwurst ferme, séchée à l'air",1.928,262,25.15,17.92,0,0,0.12,3.8,🌭
U783132,"Schaf Kochfleisch (Brust, fett) gekocht","Sheep meat for boiling (breast, fat) boiled","Oveja, carne para cocer (pecho, grasa) cocida","Mouton, viande à bouillir (poitrine, gras) cuite",0.818,480,17.5,45.5,0,0,0,0.185,🥩
T406152,"Felchen/Maräne/Renke/Schnäpel, gedünstet",Whitefishes stewed,"Coregono, rehogado","Corégone, étuvé",0.731,102,18.199,3.021,0,0,0,0.37,🐟
B551600,Weizenmischbrötchen mit Kümmel und Salz,Wheat-rye roll (> 50 % and < 90 % wheat) with caraway seeds and salt,Panecillo mixto de trigo con alcaravea y sal,Petit pain mixte au blé au carvi et au sel,0.4,288,8.7,2.69,54,1.7,5.99,2.158,🥖
T104162,Sardelle gebraten ohne Fett (Ofen),Anchovy fried without fat (oven),Anchoa asada sin grasa (horno),Anchois rôti sans matière grasse (four),1.12,231,23.869,15.1,0,0,0,0.275,🐟
G620152,"Karotte/Möhre, gedünstet",Carrot stewed,"Zanahoria, rehogada","Carotte, étuvée",0.032,42,0.875,0.417,6.74,6.635,3,0.059,🥕
R921000,"Schlagsahne gesüßt, mit Gelatine gebunden, für Gebäck/Torten","Whipped cream sweetened, with gelatine, for pastry/tortes","Nata montada endulzada, con gelatina, para repostería","Crème fouettée sucrée, à la gélatine, pour pâtisserie",0.146,313,3.8,29.6,7.8,7.8,0,0.088,🌾
Y890463,Salzburger Nockerl gebacken,"""Salzburger Nockerl"" baked (sweet egg dish)",Salzburger Nockerl al horno,Salzburger Nockerl cuit au four,0.476,228,8.4,12.58,19.9,16,0.29,0.262,🍔
B8A3000,Buchweizenbrot glutenfrei,Buckwheat bread gluten-free,Pan de trigo sarraceno sin gluten,Pain de sarrasin sans gluten,0.413,208,8.9,5.1,28.6,1.6,5.1,0.998,🍞
W222600,Rostbratwurst,Rostbratwurst sausage,Rostbratwurst,Rostbratwurst,1.30574,178,15.9,12.66,0.08,0,0.04,1.8985,🌭
X3A7050,"Mayonnaise, gestreckt mit Joghurt","Mayonnaise, diluted with yogurt",Mayonesa rebajada con yogur,Mayonnaise allongée au yaourt,0.111,566,2.5,60.9,1.26,1.26,0.1,1.215,🥫
Y692212,Fischklößchen mit Rotbarsch gegart,Small fishcakes with redfish cooked,Bolitas de pescado de gallineta cocidas,Quenelles de sébaste cuites,0.524,95,11.6,3.73,3.564,0.263,0.279,0.645,🥟
B6A5000,"Dinkelvollkornknäckebrot mit Müslizutaten, gesüßt","Wholemeal spelt criscpread with muesli ingredients, sweetened","Pan crujiente sueco integral de espelta con ingredientes de muesli, endulzado","Pain croustillant suédois complet d'épeautre aux ingrédients de muesli, sucré",0.7,416,14.2,14.5,52,11.4,9.7,0.472,🍞
X201160,Gemischter Salat ohne Salatmarinade,Mixed salad without salad marinade,Ensalada mixta sin aliño,Salade mixte sans marinade,0.048,22,1.6,0.2,2.4,2.1,1.7,0.265,🥗
W189000,Schwarzwälder Bauernwürstle,"Black forest farmer's sausage raw, small, firm",Salchicha campesina de la Selva Negra,Saucisse paysanne de la Forêt-Noire,1.66411,365,18.49,32.31,0.1,0,0.06,3.2,🌭
U866142,"Hammel Bug/Schulter, geschmort ohne Fett","Mutton shoulder, braised without fat","Carnero, paleta, estofada sin grasa","Mouton castré, épaule, braisée sans matière grasse",1.054,374,23.156,31.25,0,0,0,0.228,🍖
C522500,"Getreideflakes gesüßt, mit Nüssen, angereichert mit Vitaminen und Mineralstoffen","Cereal flakes sweetened, with nuts, fortified with vitamins and minerals","Copos de cereales endulzados, con nueces, enriquecidos con vitaminas y minerales","Flocons de céréales sucrés, aux noix, enrichis en vitamines et minéraux",0.5,370,10.8,6.93,60.9,19.4,9.6,0.778,🌾
X9A2100,"Porridge ungesüßt, mit Milch 3,5 % Fett","Porridge unsweetened, with milk 3.5 % fat","Porridge sin endulzar, con leche 3,5 % grasa","Porridge non sucré, au lait 3,5 % de matière grasse",0.321,134,6.29,4.9,15,4.25,2.232,0.108,🥛
G553182,"Pfefferschote grün, gebraten ohne Fett (Pfanne)","Chilli pepper green, fried without fat (pan)","Guindilla verde, frita sin grasa (sartén)","Piment vert, poêlé sans matière grasse",0.105,69,3.4,0.3,11.67,11.04,2.5,0.03,🍖
V484142,"Pute Fleisch, mit Haut, geschmort ohne Fett","Turkey meat, with skin, braised without fat","Pavo, carne con piel, estofada sin grasa","Dinde, viande avec peau, braisée sans matière grasse",1.012,172,26.549,7.286,0,0,0,0.09,🍗
G898200,Sahne-Meerrettich Konserve,Creamed horseradish canned,"Rábano picante con nata, conserva","Raifort à la crème, conserve",0.046,289,3.596,25.509,9.555,7.801,2.315,0.438,🥕
Y8A8030,"Mürbeteig gesüßt, roh","Shortcrust pastry sweetened, raw","Masa quebrada endulzada, cruda","Pâte sablée sucrée, crue",0.341,432,6.89,22.28,49.6,13.462,2.67,0.118,🌾
